Name,subtask_reference_id
"Implement an IDS solution such as Alert Logic, or Trend Micro Deep Security on any public-facing AWS servers. Enable event logging within the tool and configure email alert notifications and slack notifications to alert the responsible personnel when security events are detected.  
-If the service is hosted in AWS, AWS GuardDuty can be implemented. 
-If the service is hosted in Azure, [Azure Security Center or Azure Defender] can be implemented. 
-If the service is hosted in Google Cloud, Security Command Center can be implemented.",68c9dcf8-9a73-446c-91c7-03fd60dc6f5d
Implement and upload a secure procurement process for approving the onboarding of new vendors or installing new software on company endpoints. See How-to Guide for more information.,9ae74ae5-3219-4300-86d2-3d3ec8337d0b
"Implement performance and utilization monitoring tools within your organization's environment. For more information and recommendations, see How-to Guide.",f37b28b0-58c0-4ecc-b7d7-2fe2aea91bb7
"Implement performance and utilization monitoring tools within your organization's environment. For more information and recommendations, see Overview.",f37b28b0-58c0-4ecc-b7d7-2fe2aea91bb7
"Implement periodic backups of all critical data to ensure look back availability and recovery capabilities in the event of a disaster. Many cloud service providers offer backups as a standard feature. For more information and recommendations, see How-to Guide.",a5a9e199-78aa-4c06-8dbc-f995214faad8
"Implement periodic backups of all critical data to ensure look back availability and recovery capabilities in the event of a disaster. Many cloud service providers offer backups as a standard feature. For more information and recommendations, see Overview and Resources pages.",a5a9e199-78aa-4c06-8dbc-f995214faad8
Implement process for customers to report any suspected errors and issues with the Saphe Compliance Portal and Compliance Reports.,
Implement processes for ingesting customer risk policies/rules.,
Implement processes to ensure that only the minimum amount of data or information is collect from external sources and is only used for authorized purposes. Please provide a short narrative of how this is achieved,d6a91e4d-ea12-4d01-a8ca-b3ac1a6018bd
Implement role based access controls for any software products maintained or owned by your organization.,60b07a7d-7c47-4380-bf2c-d87e9fba4a4a
"Implement secure data sanitization/disposal procedures for data that is no longer need or has reached the end of its retention period. For more information and recommendations, see How-to Guide.",8d16473b-dd8c-431a-a9ca-60b7e4f2fc13
"Implement secure data sanitization/disposal procedures for data that is no longer need or has reached the end of its retention period. For more information and recommendations, see Overview and Resources pages.(Eraser)",8d16473b-dd8c-431a-a9ca-60b7e4f2fc13
"Implement secure data sanitization/disposal procedures for data that is no longer need or has reached the end of its retention period. For more information and recommendations, see Overview.",8d16473b-dd8c-431a-a9ca-60b7e4f2fc13
"Implement tools for monitoring & logging user activity and suspicious behavior such as unauthorized access to ePHI within your organization's environment. Suspicious logs should trigger a notifcation to the Incident Response Team. For more information and recommendations, see How-to Guide.",0c9d6cae-0e9b-4ba4-b0f7-24005e84294a
"Implement tools for monitoring & logging user activity and suspicious behavior such as unauthorized access to ePHI within your organization's environment. Suspicious logs should trigger a notifcation to the Incident Response Team. For more information and recommendations, see Overview and Resources pages.",0c9d6cae-0e9b-4ba4-b0f7-24005e84294a
"Implement tools for monitoring & logging user activity and suspicious behavior within your organization's environment. Suspicious logs should trigger a notifcation to the Incident Response Team. For more information and recommendations, see How-to Guide.",0c9d6cae-0e9b-4ba4-b0f7-24005e84294a
"Implement tools for monitoring & logging user activity and suspicious behavior within your organization's environment. Suspicious logs should trigger a notifcation to the Incident Response Team. For more information and recommendations, see Overview and Resources pages.",0c9d6cae-0e9b-4ba4-b0f7-24005e84294a
"Implement tools for monitoring & logging user activity and suspicious behavior within your organization's environment. Suspicious logs should trigger a notifcation to the Incident Response Team. For more information and recommendations, see Overview.",0c9d6cae-0e9b-4ba4-b0f7-24005e84294a
"In Organization, record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets.",19f9c478-37aa-43cc-b707-dfa5ee48dde1
"Install endpoint security solutions on all employee workstations and ensure each workstation is properly recorded and marked in the <a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects Asset Inventory</a>. For more information and recommendations, see How-to Guide. In addition, upload a screenshot of the installed endpoint security solutions in operation on an employee workstations.",f77a25a7-f252-480e-b918-b2e4d0c89291
"Install endpoint security solutions on all employee workstations and ensure each workstation is properly recorded and marked in the <a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects Asset Inventory</a>. For more information and recommendations, see Overview and Resources pages. In addition, upload a screenshot of the installed endpoint security solutions in operation on an employee workstations with the accompanying antivirus scanning schedules. (Not necessary to use Objects, please capture screenshot in Hexmode)",f77a25a7-f252-480e-b918-b2e4d0c89291
"Install endpoint security solutions on all employee workstations and ensure each workstation is properly recorded and marked in the <a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects Asset Inventory</a>. For more information and recommendations, see Overview and Resources pages. In addition, upload a screenshot of the installed endpoint security solutions in operation on an employee workstations.",f77a25a7-f252-480e-b918-b2e4d0c89291
"Install endpoint security solutions on all employee workstations and ensure each workstation is properly recorded and marked in the <a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects Asset Inventory</a>. For more information and recommendations, see Overview. In addition, upload a screenshot of the installed endpoint security solutions in operation on an employee workstations.",f77a25a7-f252-480e-b918-b2e4d0c89291
"Install endpoint security solutions on all employee workstations. For more information and recommendations, see How-to Guide.",f77a25a7-f252-480e-b918-b2e4d0c89291
Install firewalls on all end user devices as well as cloud and physical servers. Implement firewalls to prevent disclosure of private IP addresses and routing information from internal networks to the internet. Upload evidence that firewalls are in operation (e.g. screenshot of a firewall notification) ,724ef00e-cb65-4e94-a726-dd1a7b58467c
"Install firewalls on all end user devices as well as cloud and physical servers. The the extent possible, configure the firewalls to ""Deny all Traffic by Default"" and ""Allow by Exception"".",724ef00e-cb65-4e94-a726-dd1a7b58467c
"Install firewalls on all end user devices as well as cloud and physical servers. The the extent possible, configure the firewalls to ""Deny all Traffic by Default"" and ""Allow by Exception"". Upload evidence that firewalls are in operation (e.g. screenshot of a firewall notification)",724ef00e-cb65-4e94-a726-dd1a7b58467c
Military Lending Act (MLA),
Monitoring and/or audit logs should be reviewed on a quarterly basis. Any discrepancies should be investigated and remediated. Please provide evidence of reviews and any major alerts and remediations.,bcb6adbc-5979-4ec0-ab15-d70272b9ce9c
"Monitoring and/or audit logs should be reviewed on a quarterly basis. Any discrepancies should be investigated and remediated. Please provide evidence of reviews and any major alerts and remediations.
 

 ++ Firewall review",a68644a3-fff7-45f8-ae75-8303a23a8a11
"Monitoring and/or audit logs should be reviewed on a quarterly basis. Any discrepancies should be investigated and remediated. Please provide evidence of reviews and any major alerts and remediations.
 

 Firewall reviews",a68644a3-fff7-45f8-ae75-8303a23a8a11
"Monitoring and/or audit logs should be reviewed on a quarterly basis. Any discrepancies should be investigated and remediated. Please provide evidence of reviews and any major alerts and remediations.
 ++ Firewall review",a68644a3-fff7-45f8-ae75-8303a23a8a11
"Monitoring and/or audit logs should be reviewed on a quarterly basis. Any discrepancies should be investigated and remediated. Please provide evidence of reviews and any major alerts and remediations.
 ++ Firewalls",a68644a3-fff7-45f8-ae75-8303a23a8a11
"Monitoring and/or audit logs should be reviewed on a quarterly basis. Any discrepancies should be investigated and remediated. Please provide evidence of reviews and any major alerts and remediations.
 +++ Firewall review",a68644a3-fff7-45f8-ae75-8303a23a8a11
"Monitoring and/or audit logs should be reviewed on a quarterly basis. Any discrepancies should be investigated and remediated. Please provide evidence of reviews and any major alerts and remediations. 
 ++ Firewall Review",a68644a3-fff7-45f8-ae75-8303a23a8a11
Monitoring and/or audit logs should be reviewed on a quarterly basis. Any discrepancies should be investigated and remediated. Please provide evidence of reviews and any major alerts and remediations. + Firewall reviews,a68644a3-fff7-45f8-ae75-8303a23a8a11
"Monitoring and/or audit logs should be reviewed on a quarterly basis. Any discrepancies should be investigated and remediated. Please provide evidence of reviews and any major alerts and remediations. ++
 Firewall reviews",a68644a3-fff7-45f8-ae75-8303a23a8a11
Monitoring and/or audit logs should be reviewed on a quarterly basis. Any discrepancies should be investigated and remediated. Please provide evidence of reviews and any major alerts and remediations. ++ Firewall review,a68644a3-fff7-45f8-ae75-8303a23a8a11
P - Privacy of Consumer Financial Info,
"Perform an <a href=""https://app.heylaika.com/documents"" target=""blank"">Incident Response Test</a>. For more information and recommendations, see <a href=""https://laika-static-documents.s3.amazonaws.com/How-to+Guides/Completed/Prepare+for+an+Incident.pdf"" target=""blank"">How-to Guide</a> for qualified incident response tests, including Tabletop Exercises.",eb475545-e2d5-4437-9a80-0aed775c20a7
"Perform an Incident Response Test. For more information and recommendations, see How-to Guide for qualified incident response tests, including Tabletop Exercises. To accurately record the results, there is a (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",eb475545-e2d5-4437-9a80-0aed775c20a7
"Perform and upload an Incident Response Test. For more information and recommendations, see How-to Guide for qualified incident response tests, including Tabletop Exercises. To accurately record the results, there is a <a href=""https://app.heylaika.com/documents"" target=""blank"">Incident Response Test template available</a>.",eb475545-e2d5-4437-9a80-0aed775c20a7
Procedures and all other requirements for Facebook,
"Procure cross-shredders for all office locations to dispose of paper data securely. For more information and recommendations, see How-to Guide.",cef83844-5805-456e-9183-788920661b57
Protect your organization's data with cryptographic security controls,710f3711-62e4-41f4-819c-8b6e98c40fec
Provide evidence of annual review of organization charts to ensure that changes in company structure or additions to the team are documented.,eb4986da-0236-483c-8873-f515a87dce84
"Provide evidence that data in from the SAP system needs to be complete and accurate. Examples include a process document, diagram, or written description detailing the quality checks in the system and how data is managed.",
"Provide evidence that data in from the SAP system needs to be complete and accurate. Examples include a process document, diagram, or written description detailing the quality checks in the system and how data is managed. ** NEEDS TO BE A TASK FOR SAP",
"Provide evidence that data in the system needs to be complete and accurate. Please include a process document, diagram, or written description detailing the quality checks in the system and how data is managed. ",4a27194a-b0ca-488e-9487-777cac5323c4
Provide evidence that risks identified during the annual risk assessment have been adequately executed or mitigated as necessary. Any risks that have been chosen not to be remediated should have clear reasoning.,f5f7cf56-d87f-4164-bb71-307459c28369
"Publish the completed <a href=""https://app.heylaika.com/policies"" target=""blank"">Privacy Notice Policy</a> to your organization's website / anywhere data is collected.",399edce5-7c9c-4313-851d-b46f384fbedf
"Publish the completed privacy notice to your organization's website / anywhere data is collected. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",399edce5-7c9c-4313-851d-b46f384fbedf
"Record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets.",19f9c478-37aa-43cc-b707-dfa5ee48dde1
"Record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets. Include in the Notes Section",19f9c478-37aa-43cc-b707-dfa5ee48dde1
"Remediate any issues found during the latest vulnerability scan or third-party penetration test. Specifically items ranked 'critical' or 'high'. Refer to <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Information Security Policy, Section 7 ""Vulnerability and Patch Management""</a>.",d66fbf2d-9459-4f10-8e38-f35ccc4f55c6
"Restrict access to production servers, databases and other systems. Changes to production source code, environmental settings and data need to go through an approval process. For more info, please see How-to guide.",1f8a5ffb-f3ae-4632-a006-cd4b122be40b
"Review access for every system in the environment using the <a href=""https://app.heylaika.com/documents"" target=""blank"">Access Rights Review Template</a>. For guidance, please see the <a href=""https://app.heylaika.com/documents"" target=""blank"">Access Rights User Accounts Review Procedure</a>.",
"Review access lists for all in-scope systems (all systems with access to production data) on a quarterly basis and be sure to clearly document the following data points via email, ticket, etc.
-Date access review occurred
-Users reviewed
-Any actions taken (users removed/modified)
-Formally track any users who were modified or removed
",
"Review access logs and access lists on a periodic basis (at least once every 90 days) for every system in the environment. Upload evidence of completed review (meeting minutes, etc.) See How-to Guide for more information.",
"Review access logs and access lists on a periodic basis (at least once every 90 days) for every system in the environment. Upload evidence of completed review (meeting minutes, etc.) See Overview and Resources pages for more information.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Advertising & Marketing Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">CAN-SPAM Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Complaint Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">E-Sign Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">ECOA Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Fair Debt Collections Practices Act (FDCPA) Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">FCRA Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Privacy of Consumer Financial Information Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Real Estate Settlement Procedures (RESPA) Act Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Red Flags & ID Theft Policy Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Reg E (EFTA) Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Right to Financial Privacy Act Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">SCRA & MLA Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Truth-in-Lending Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">UDAAP Policy</a>.",
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies"" target=""blank"">Configuration and Change Management Policy</a>.",579b298a-a5ff-4d76-bfd7-201598f97bcf
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies"" target=""blank"">Hiring Policy</a>.",70ff14e5-2ddb-4d38-9bec-89ff38fc43c4
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies"" target=""blank"">Incident Response Policy</a>.",f9c54e6b-c191-4b19-8d1f-a0467d58813e
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies"" target=""blank"">Privacy Notice Policy</a>.",af74a33c-4350-4dc4-acd6-da28da554c4e
"Review your organization's policies. Update and approve changes as necessary. For more information, please refer to the <a href=""https://app.heylaika.com/documents"" target=""blank""> Policies and Procedures Review Procedure Template </a>.",
Servicemembers Civil Relief Act (SCRA),
"Set up appropriate role based access controls for critical IT systems, including but not limited to email providers, file sharing systems, CRMs, cloud service providers and communication tools.",54a4af51-631b-4d31-86cd-d667d5535881
"Set up regular vulnerability scans on critical IT systems (e.g. cloud service providers) and upload the results. For more information and recommendations, see How-to Guide.",d66fbf2d-9459-4f10-8e38-f35ccc4f55c6
"Set up regular vulnerability scans on critical IT systems (e.g. cloud service providers) and upload the results. For more information and recommendations, see Overview and Resources pages.",d66fbf2d-9459-4f10-8e38-f35ccc4f55c6
"Setup an incident alert system to monitor production app environment for software or systems operated by your organization. For more information and tool recommendations, see How-to Guide.",435c1c02-0f9f-432e-af23-093251dd5736
"Setup an incident alert system to monitor production app environment for software or systems operated by your organization. For more information and tool recommendations, see Overview.",435c1c02-0f9f-432e-af23-093251dd5736
"Setup SDLC management and version control tools to track software changes. For more information and recommendations, see How-to Guide.",1b6a02e2-c09b-4063-a725-9de620a20e3e
"Setup SDLC management and version control tools to track software changes. For more information and recommendations, see Overview.",1b6a02e2-c09b-4063-a725-9de620a20e3e
Show approval is captured prior to loading and the review is conducted by a qualified individual. Upload approval documentation to demonstrate a qualified individual is a) reviewing the rules and b) approving prior to loading into the Compliance Rules Engine (provide a bio for approver- showing they are qualified),
Show data approval workflow prior to dispensary being onboarded to the system. (Processing Integrity Control) (form validation in onboarding),
Subscribe to industry wide patch and vulnerability updates for up to date information on ongoing cybsecurity and privacy risks as well as general security updates. For more information and recommended distribution list see How-to Guide.,f2b762dc-59f8-45d8-8224-d3746c8dede6
Subscribe to industry wide patch and vulnerability updates. For more information and recommended distribution list see How-to Guide.,f2b762dc-59f8-45d8-8224-d3746c8dede6
Telephone Consumer Protection Act of 1991 (TCPA),
test,
test your backup,14929598-1a89-40de-9788-c5f2f1fe34f4
"Turn on email data loss prevention and incident response features. These features are standard on most commonly used email platforms and simply need to be switched on. For more information and recommendations, see How-to Guide.",86ecd1b8-2682-48e3-aa67-d48421fb55c9
"Turn on email data loss prevention and incident response features. These features are standard on most commonly used email platforms and simply need to be switched on. For more information and recommendations, see Overview and Resources pages. Please complete in GSuite and provide screenshot.",86ecd1b8-2682-48e3-aa67-d48421fb55c9
"Turn on email data loss prevention and incident response features. These features are standard on most commonly used email platforms and simply need to be switched on. For more information and recommendations, see Overview.",86ecd1b8-2682-48e3-aa67-d48421fb55c9
Upload a sample alert generated by your organization's incident alert system.,4ac91473-24f0-4bfc-869d-b5f00f9caa1d
Upload a screenshot of a notification of a time-out/expire user session as evidence.,1013cf56-51d4-41de-8f84-c7e406585eac
Upload a screenshot of a terminated user's access being disabled,e4c54c08-eabc-4c9f-a624-80bc36f154ff
Upload a screenshot of the antivirus software's virus signature update configuration installed on employee workstations. (take in Hexmode),e7ef13bb-5809-4941-b9f4-5f26f325588a
Upload employee offboarding checklist.,e4c54c08-eabc-4c9f-a624-80bc36f154ff
Upload employee onboarding checklist.,0ea54349-91f8-4f0f-b4ae-8317c4190ebc
"Upload evidence demonstrating how borrower documents are validated automatically (i.e. OCR).
 - Identity Documents
 - Policy Verification Letters",
"Upload evidence demonstrating how borrower documents are validated manually (i.e. human review).
 - Identity Documents
 - Policy Verification Letters",
Upload evidence demonstrating how loans cannot be funded until collateral is secured.,
Upload evidence demonstrating how the 'Daily Loan Tape' is generated completely and accurately and provided to the bank securely.,
"Upload evidence demonstrating how the balance of the loan remains complete and accurate throughout its lifecycle.
 How does Inclined ensure that the information in the system is correct and reliable?",
"Upload evidence demonstrating how the loan is managed throughout its lifecycle.
 Are there any periodic reviews, events, notifications taking place?
 For example:
 - Periodic assessment of Current Value
 - Payment history
 - Periodic notification from insurance company",
Upload evidence demonstrating relevant automated processes in place to ensure balances remain complete and accurate.,
"Upload evidence demonstrating relevant manual processes in place to ensure balances remain complete and accurate.
 - Reconciliation between the current balance amount and bank disbursement totals (frequency)",
Upload evidence demonstrating that changes to a loan require documented approval by appropriate parties prior to taking effect.,
Upload evidence demonstrating that overlending (>95% of collateral) is prevented.,
Upload evidence demonstrating that the interest accrual calculation is complete and accurate.,
"Upload evidence demonstrating that the policy assignment process is performed completely, accurately, and in an appropriate manner.
 - Assignee must be established before funds released
 - Multiple assignees established appropriately",
Upload evidence of a Compliance Report. Ensure it captures information around the prospects' risk policies required by each customer.,b70d6925-5135-4241-881a-24b658ec4307
"Upload evidence of a due diligence questionnaire from the Saphe Compliance Portal. The questionnaire should capture prospect information, including data validation and input edit checks.",880f6790-4a2c-49cb-9d53-613edebaee67
"Upload evidence of completeness, accuracy, and timeliness of processing procedures.",9e187087-b236-427c-b7b4-7abe97b0662f
"Upload evidence of how data is securely disposed of (e.g. Secure Wipe program, proof of database overwrite/purge, etc.). For more information and a list of recommended vendors, see How-to Guide.",4a4afb39-65b3-4420-a29b-f51220a3d15a
Upload evidence of logging and monitoring tools used to identify any errors or issues with Compliance Report processing. Errors and issues identified are investigated and remediated.,74a1fdf3-371e-45aa-bee1-c3483e28bce6
Upload evidence of prospect screening to ensure compliance with customer's risk policies/rules. Include evidence of Saphe specific processing.,880f6790-4a2c-49cb-9d53-613edebaee67
"Upload evidence of remediation for a sample high risk identified during the risk assessment. If a full remediation is not in plan, please provide evidence of mitigation or plan in order to remediate. Should the high risk issue be necessary to conduct business, please show evidence of executive level acceptance and sign off of the risk.",f5f7cf56-d87f-4164-bb71-307459c28369
"Upload evidence of remediation for any gaps identified during the risk assessment. If full remediation has not yet taken place, please provide evidence of mitigation or the plan in place in order to remediate the identified gaps. Ensure that the following information is captured via ticketing system, confluence page, etc.
 - Ownership/Accountability for remediation
 - Notes/date that progress was made
 - Date of remediation",f5f7cf56-d87f-4164-bb71-307459c28369
"Upload evidence of remediation for any gaps identified during the risk assessment. If full remediation has not yet taken place, please provide evidence of mitigation or the plan in place in order to remediate the identified gaps. Ensure that the following information is captured via ticketing system, confluence page, etc.
- Ownership/Accountability for remediation
- Notes/date that progress was made
- Date of remediation",f5f7cf56-d87f-4164-bb71-307459c28369
Upload evidence of testing or quality assurance procedures which include error handling of the host system.,506ac862-be9f-4cb1-a2a0-905723362589
Upload evidence of third party data validation services for information provided by prospects.,b70d6925-5135-4241-881a-24b658ec4307
Upload evidence that designated user profiles are aligned with SAP.,
"Upload evidence through (<a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects</a>) and if applicable the (<a href=""https://app.heylaika.com/integration/github"" target=""blank"">Github Integration</a>) change implementation ticket (e.g. Github, Azure devops, CircleCI).",19bf3f65-762b-42aa-91f4-e42db95d366e
"Upload evidence through (<a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects</a>) and if applicable the (<a href=""https://app.heylaika.com/integration/Jira"" target=""blank"">JIRA Integration</a>), that demonstrate how software change events are approved and worked on (e.g. JIRA ticket, Asana, code review, security review, release approval, user notification).",0ad86ff7-d8e2-420a-8481-5b40e0c5657b
"Upload evidence through (<a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects</a>) and if applicable the (<a href=""https://app.heylaika.com/integrations/Jira"" target=""blank"">JIRA Integration</a>), that demonstrate how software change events are approved and worked on (e.g. JIRA ticket, Asana, code review, security review, release approval, user notification).",0ad86ff7-d8e2-420a-8481-5b40e0c5657b
"Upload evidence through <a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects Users</a> and if applicable the <a href=""https://app.heylaika.com/integration/G%20Suite"" target=""blank"">Gsuite Integration</a>, that show full employee population report (e.g. HR system, Gsuite, etc).",2e21ea5e-9cce-41b6-b610-ad08a90acee3
"Upload evidence through <a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects Users</a> and if applicable the <a href=""https://app.heylaika.com/integration/gsuite"" target=""blank"">Gsuite Integration</a>, that show full employee population report (e.g. HR system, Gsuite, etc).",2e21ea5e-9cce-41b6-b610-ad08a90acee3
Upload evidence to those that firewalls are in operation (e.g. screenshot of a firewall notification),724ef00e-cb65-4e94-a726-dd1a7b58467c
"Upload evidence to validate that manually entered information is complete and accurate.
 Examples include (but are not limited to):
 - Drop-down menus 
 - Edit checks (or format required fields)
 - User acknowledgement warnings",4a27194a-b0ca-488e-9487-777cac5323c4
Upload evidence which reflects data completeness testing of the SAP object within the environment prior to release.,
Upload evidence which reflects data completeness testing of the SAP object within the environment prior to release. ** SAP SUB TASK **,
Upload latest background check results.,a43d45dc-12e0-4800-bfbe-36f52872b1ce
Upload PEN Test Results,2b3249c9-509b-4800-876f-6be626f2a2d6
"Upload screenshot evidence that full-disk encryption for endpoints has been configured (e.g. with a centrally managed dashboard, etc.) Take screenshot from Hexmode",aef7b123-083c-41ba-8a4b-2372704a2e8d
"Upload screenshot or evidence of action taken on the received incident alert (e.g. email follow up, meetings/calendar invite with agenda, etc.).",4ac91473-24f0-4bfc-869d-b5f00f9caa1d
"Upload screenshots and reports that demonstrate how software change event take place (e.g. code review, release approval, user notification).",0ad86ff7-d8e2-420a-8481-5b40e0c5657b
Upload screenshots of endpoint security solutions in operations on employee workstations.,f77a25a7-f252-480e-b918-b2e4d0c89291
Upload screenshots of MFA in place on major IT systems.,94f1259b-2c70-457c-8e6f-6515d7eb7b10
Upload screenshots of secure credential sharing systems in operationsat your organization.,0de95276-690a-4024-b80d-4c731b9fc31b
"Upload the Board of Directors Log as evidence to this task after the first meeting has been recorded. The log can be added via the Add Evidence button and selecting ""Laika Logs"". ",9c1052c8-7407-4a43-ac18-ef2711f79673
Upload the completed Privacy Committee charter/roster as evidence.,ee66bed2-26fb-4b72-afa4-6420a4b55124
"Upload the Incident Response Team Log as evidence to this task. The log can be added via the Add Evidence button and selecting ""Laika Logs"".",eb475545-e2d5-4437-9a80-0aed775c20a7
Upload the latest Privacy Committee meeting minutes document as evidence.,6200f19d-829d-4c44-bea8-1010e6caeb85
Upload the results and documentations of your organization's latest incident response test.,eb475545-e2d5-4437-9a80-0aed775c20a7
Upload your organization's incident reports from the past 12 months (5/15/20 - 5/15/21).,c2d7daf3-6fc3-4352-a0d7-76d1e1bb39ae
"Upload your organization's incident reports from the past 6 months through (<a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects Incidents</a>).",c2d7daf3-6fc3-4352-a0d7-76d1e1bb39ae
Upload your organization's incident reports from the past 6 months.,c2d7daf3-6fc3-4352-a0d7-76d1e1bb39ae
"Upload your organization's latest vulnerability scanning report. Retain 12 months of vulnerability scanning data (5/15/20 - 5/15/21). (<a href=""https://app.heylaika.com/documents"" target=""blank"">Vulnerability Scanning Procedure Template available</a>).",a7203058-948d-480a-9f9c-8c70ffe4c73a
"Upload your organization's latest vulnerability scanning report. Retain 6 months of vulnerability scanning data. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Vulnerability Scanning Procedure Template available</a>).",a7203058-948d-480a-9f9c-8c70ffe4c73a
V - FACTA - Fair and Accurate Credit Transactions,
V - Fair Credit Reporting Act (FCRA),
Z - Truth In Lending Act,
"Create and upload a Network Architecture Diagram that shows where company data is processed and stored, what endpoints are involved, and what protections are in place. For more information and recommendations, see Overview and Resources pages.",d6e6871f-6b79-4591-8b35-ccd443320816
"Create and Upload a comprehensive Network Architecture Diagram that shows the separation between the production and non production environments and shows where company data is processed and stored, what endpoints are involved,and what protections are in place. This network diagram must also include any wireless and guest network components as well.",40582462-207d-494f-9e53-bfb9b0bab0b8
"Create or upload your Asset Inventory List using (<a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects</a>). The list should include all onsite, offsite, and public facing assets including personal devices used by employees for work.",3c1a203b-3f8c-4201-83fd-d0363df0a8f9
"Create or upload your Asset Inventory List using (<a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects</a>) and a procedure to maintain the list, (<a href=""https://app.heylaika.com/documents"" target=""blank"">Asset Inventory Maintenance Procedure</a>). The Procedure document should detail your company's processes for maintaining a list of all assets including those that capture payment card data as well as periodically inspecting the devices.",bce3ee90-826b-4ab0-9161-1faad8fe1553
"Create and upload Dataflow Diagrams that show where sensitive and scoped data is received, processed, stored, transmitted, and then destroyed. For more information and recommendations, see Overview and Resources pages.",29136b4a-cc10-49b3-b0df-441a8439ea87
"Create a Business Continuity and Disaster Recovery Team using (<a href=""https://app.heylaika.com/organization?activeTab=teams"" target=""blank"">Laika Teams</a>). Review the charter provided, record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets. Upload the Business Continuity and Disaster Recovery Team Log as evidence to this task. The log can be added via the Add Evidence button and selecting ""Laika Logs"".",32c6507e-4fd5-4ddd-a390-5530e75617db
"Create and upload an organization emergency contact list (<a href=""https://app.heylaika.com/documents"" target=""blank"">Emergency Contact List</a>).",fca2e932-b155-455e-863e-8231fc9b0427
"Review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Business Continuity & Disaster Recovery Plan</a> ensuring controls mitigating environmental disasters, telecommunications failures, and the failure of offsite resources is accounted for.",9df56149-3c09-40b1-ab1f-d200372c901f
"Document and upload an example contract or contract template (<a href=""https://app.heylaika.com/documents"" target=""blank"">MSA, EULA, Terms of Service, etc.</a>) your organization has with customers detailing your commitments.",53b2e258-98a1-4feb-96e5-a6ef1f469ba2
"Implement periodic backups across multiple availability zones or regions for all critical data to ensure look back availability and recovery capabilities in the event of a disaster. Many cloud service providers offer backups as a standard feature. For more information and recommendations, see Overview and Resources pages.",a5a9e199-78aa-4c06-8dbc-f995214faad8
"Upload a screenshot or system generated report listing of all employees who have access to backups including retrieving back up data and editing of backups (e.g. schedule, retention, etc.)]",0854b315-5387-4b18-8894-b2bcd2a94ccc
